factor,freq,category,description
fund_expectation_sym_fd_expectation_raw_01__fd_expectation_raw_04,D,fundamental_expectation,"fund_expectation symmetric spread fd_expectation_raw_01,fd_expectation_raw_04"
fund_expectation_sym_fd_expectation_raw_01__fd_expectation_raw_05,D,fundamental_expectation,"fund_expectation symmetric spread fd_expectation_raw_01,fd_expectation_raw_05"
fund_expectation_sym_fd_expectation_raw_01__fd_expectation_raw_06,D,fundamental_expectation,"fund_expectation symmetric spread fd_expectation_raw_01,fd_expectation_raw_06"
fund_expectation_sym_fd_expectation_raw_01__fd_expectation_raw_07,D,fundamental_expectation,"fund_expectation symmetric spread fd_expectation_raw_01,fd_expectation_raw_07"
fund_expectation_sym_fd_expectation_raw_01__fd_expectation_raw_08,D,fundamental_expectation,"fund_expectation symmetric spread fd_expectation_raw_01,fd_expectation_raw_08"
fund_expectation_sym_fd_expectation_raw_01__fd_expectation_raw_09,D,fundamental_expectation,"fund_expectation symmetric spread fd_expectation_raw_01,fd_expectation_raw_09"
fund_expectation_sym_fd_expectation_raw_02__fd_expectation_raw_03,D,fundamental_expectation,"fund_expectation symmetric spread fd_expectation_raw_02,fd_expectation_raw_03"
fund_expectation_sym_fd_expectation_raw_02__fd_expectation_raw_04,D,fundamental_expectation,"fund_expectation symmetric spread fd_expectation_raw_02,fd_expectation_raw_04"
fund_expectation_sym_fd_expectation_raw_02__fd_expectation_raw_05,D,fundamental_expectation,"fund_expectation symmetric spread fd_expectation_raw_02,fd_expectation_raw_05"
fund_expectation_sym_fd_expectation_raw_02__fd_expectation_raw_06,D,fundamental_expectation,"fund_expectation symmetric spread fd_expectation_raw_02,fd_expectation_raw_06"
fund_expectation_sym_fd_expectation_raw_02__fd_expectation_raw_07,D,fundamental_expectation,"fund_expectation symmetric spread fd_expectation_raw_02,fd_expectation_raw_07"
fund_expectation_sym_fd_expectation_raw_02__fd_expectation_raw_08,D,fundamental_expectation,"fund_expectation symmetric spread fd_expectation_raw_02,fd_expectation_raw_08"
fund_expectation_sym_fd_expectation_raw_02__fd_expectation_raw_09,D,fundamental_expectation,"fund_expectation symmetric spread fd_expectation_raw_02,fd_expectation_raw_09"
fund_expectation_sym_fd_expectation_raw_03__fd_expectation_raw_04,D,fundamental_expectation,"fund_expectation symmetric spread fd_expectation_raw_03,fd_expectation_raw_04"
fund_expectation_sym_fd_expectation_raw_03__fd_expectation_raw_05,D,fundamental_expectation,"fund_expectation symmetric spread fd_expectation_raw_03,fd_expectation_raw_05"
fund_expectation_sym_fd_expectation_raw_03__fd_expectation_raw_06,D,fundamental_expectation,"fund_expectation symmetric spread fd_expectation_raw_03,fd_expectation_raw_06"
fund_expectation_sym_fd_expectation_raw_03__fd_expectation_raw_07,D,fundamental_expectation,"fund_expectation symmetric spread fd_expectation_raw_03,fd_expectation_raw_07"
fund_expectation_sym_fd_expectation_raw_03__fd_expectation_raw_08,D,fundamental_expectation,"fund_expectation symmetric spread fd_expectation_raw_03,fd_expectation_raw_08"
fund_expectation_sym_fd_expectation_raw_03__fd_expectation_raw_09,D,fundamental_expectation,"fund_expectation symmetric spread fd_expectation_raw_03,fd_expectation_raw_09"
fund_expectation_sym_fd_expectation_raw_04__fd_expectation_raw_05,D,fundamental_expectation,"fund_expectation symmetric spread fd_expectation_raw_04,fd_expectation_raw_05"
fund_expectation_sym_fd_expectation_raw_04__fd_expectation_raw_06,D,fundamental_expectation,"fund_expectation symmetric spread fd_expectation_raw_04,fd_expectation_raw_06"
fund_expectation_sym_fd_expectation_raw_04__fd_expectation_raw_07,D,fundamental_expectation,"fund_expectation symmetric spread fd_expectation_raw_04,fd_expectation_raw_07"
fund_expectation_sym_fd_expectation_raw_04__fd_expectation_raw_08,D,fundamental_expectation,"fund_expectation symmetric spread fd_expectation_raw_04,fd_expectation_raw_08"
fund_expectation_sym_fd_expectation_raw_04__fd_expectation_raw_09,D,fundamental_expectation,"fund_expectation symmetric spread fd_expectation_raw_04,fd_expectation_raw_09"
fund_expectation_sym_fd_expectation_raw_05__fd_expectation_raw_06,D,fundamental_expectation,"fund_expectation symmetric spread fd_expectation_raw_05,fd_expectation_raw_06"
fund_expectation_sym_fd_expectation_raw_05__fd_expectation_raw_07,D,fundamental_expectation,"fund_expectation symmetric spread fd_expectation_raw_05,fd_expectation_raw_07"
fund_expectation_sym_fd_expectation_raw_05__fd_expectation_raw_08,D,fundamental_expectation,"fund_expectation symmetric spread fd_expectation_raw_05,fd_expectation_raw_08"
fund_expectation_sym_fd_expectation_raw_05__fd_expectation_raw_09,D,fundamental_expectation,"fund_expectation symmetric spread fd_expectation_raw_05,fd_expectation_raw_09"
fund_expectation_sym_fd_expectation_raw_06__fd_expectation_raw_07,D,fundamental_expectation,"fund_expectation symmetric spread fd_expectation_raw_06,fd_expectation_raw_07"
fund_expectation_sym_fd_expectation_raw_06__fd_expectation_raw_08,D,fundamental_expectation,"fund_expectation symmetric spread fd_expectation_raw_06,fd_expectation_raw_08"
fund_expectation_sym_fd_expectation_raw_06__fd_expectation_raw_09,D,fundamental_expectation,"fund_expectation symmetric spread fd_expectation_raw_06,fd_expectation_raw_09"
fund_expectation_sym_fd_expectation_raw_07__fd_expectation_raw_08,D,fundamental_expectation,"fund_expectation symmetric spread fd_expectation_raw_07,fd_expectation_raw_08"
fund_expectation_sym_fd_expectation_raw_07__fd_expectation_raw_09,D,fundamental_expectation,"fund_expectation symmetric spread fd_expectation_raw_07,fd_expectation_raw_09"
fund_expectation_sym_fd_expectation_raw_08__fd_expectation_raw_09,D,fundamental_expectation,"fund_expectation symmetric spread fd_expectation_raw_08,fd_expectation_raw_09"
fund_expectation_tanh_fd_expectation_disp,D,fundamental_expectation,fund_expectation tanh fd_expectation_disp
fund_expectation_tanh_fd_expectation_raw_01,D,fundamental_expectation,fund_expectation tanh fd_expectation_raw_01
fund_expectation_tanh_fd_expectation_raw_02,D,fundamental_expectation,fund_expectation tanh fd_expectation_raw_02
fund_expectation_tanh_fd_expectation_raw_03,D,fundamental_expectation,fund_expectation tanh fd_expectation_raw_03
fund_expectation_tanh_fd_expectation_raw_04,D,fundamental_expectation,fund_expectation tanh fd_expectation_raw_04
fund_expectation_tanh_fd_expectation_raw_05,D,fundamental_expectation,fund_expectation tanh fd_expectation_raw_05
fund_expectation_tanh_fd_expectation_raw_06,D,fundamental_expectation,fund_expectation tanh fd_expectation_raw_06
fund_expectation_tanh_fd_expectation_raw_07,D,fundamental_expectation,fund_expectation tanh fd_expectation_raw_07
fund_expectation_tanh_fd_expectation_raw_08,D,fundamental_expectation,fund_expectation tanh fd_expectation_raw_08
fund_expectation_tanh_fd_expectation_raw_09,D,fundamental_expectation,fund_expectation tanh fd_expectation_raw_09
fund_expectation_tanh_fd_expectation_raw_10,D,fundamental_expectation,fund_expectation tanh fd_expectation_raw_10
fund_expectation_tanh_fd_expectation_raw_11,D,fundamental_expectation,fund_expectation tanh fd_expectation_raw_11
fund_expectation_tanh_fd_expectation_raw_12,D,fundamental_expectation,fund_expectation tanh fd_expectation_raw_12
fund_expectation_tanh_fd_expectation_score,D,fundamental_expectation,fund_expectation tanh fd_expectation_score
fund_expectation_tanh_fd_expectation_trend,D,fundamental_expectation,fund_expectation tanh fd_expectation_trend
fund_growth_diff_fd_growth_raw_01__fd_growth_raw_02,D,fundamental_growth,fund_growth diff fd_growth_raw_01-fd_growth_raw_02
fund_growth_diff_fd_growth_raw_01__fd_growth_raw_03,D,fundamental_growth,fund_growth diff fd_growth_raw_01-fd_growth_raw_03
fund_growth_diff_fd_growth_raw_01__fd_growth_raw_04,D,fundamental_growth,fund_growth diff fd_growth_raw_01-fd_growth_raw_04
fund_growth_diff_fd_growth_raw_01__fd_growth_raw_05,D,fundamental_growth,fund_growth diff fd_growth_raw_01-fd_growth_raw_05
fund_growth_diff_fd_growth_raw_01__fd_growth_raw_06,D,fundamental_growth,fund_growth diff fd_growth_raw_01-fd_growth_raw_06
fund_growth_diff_fd_growth_raw_01__fd_growth_raw_07,D,fundamental_growth,fund_growth diff fd_growth_raw_01-fd_growth_raw_07
fund_growth_diff_fd_growth_raw_01__fd_growth_raw_08,D,fundamental_growth,fund_growth diff fd_growth_raw_01-fd_growth_raw_08
fund_growth_diff_fd_growth_raw_01__fd_growth_raw_09,D,fundamental_growth,fund_growth diff fd_growth_raw_01-fd_growth_raw_09
fund_growth_diff_fd_growth_raw_02__fd_growth_raw_03,D,fundamental_growth,fund_growth diff fd_growth_raw_02-fd_growth_raw_03
fund_growth_diff_fd_growth_raw_02__fd_growth_raw_04,D,fundamental_growth,fund_growth diff fd_growth_raw_02-fd_growth_raw_04
fund_growth_diff_fd_growth_raw_02__fd_growth_raw_05,D,fundamental_growth,fund_growth diff fd_growth_raw_02-fd_growth_raw_05
fund_growth_diff_fd_growth_raw_02__fd_growth_raw_06,D,fundamental_growth,fund_growth diff fd_growth_raw_02-fd_growth_raw_06
fund_growth_diff_fd_growth_raw_02__fd_growth_raw_07,D,fundamental_growth,fund_growth diff fd_growth_raw_02-fd_growth_raw_07
fund_growth_diff_fd_growth_raw_02__fd_growth_raw_08,D,fundamental_growth,fund_growth diff fd_growth_raw_02-fd_growth_raw_08
fund_growth_diff_fd_growth_raw_02__fd_growth_raw_09,D,fundamental_growth,fund_growth diff fd_growth_raw_02-fd_growth_raw_09
fund_growth_diff_fd_growth_raw_03__fd_growth_raw_04,D,fundamental_growth,fund_growth diff fd_growth_raw_03-fd_growth_raw_04
fund_growth_diff_fd_growth_raw_03__fd_growth_raw_05,D,fundamental_growth,fund_growth diff fd_growth_raw_03-fd_growth_raw_05
fund_growth_diff_fd_growth_raw_03__fd_growth_raw_06,D,fundamental_growth,fund_growth diff fd_growth_raw_03-fd_growth_raw_06
fund_growth_diff_fd_growth_raw_03__fd_growth_raw_07,D,fundamental_growth,fund_growth diff fd_growth_raw_03-fd_growth_raw_07
fund_growth_diff_fd_growth_raw_03__fd_growth_raw_08,D,fundamental_growth,fund_growth diff fd_growth_raw_03-fd_growth_raw_08
fund_growth_diff_fd_growth_raw_03__fd_growth_raw_09,D,fundamental_growth,fund_growth diff fd_growth_raw_03-fd_growth_raw_09
fund_growth_diff_fd_growth_raw_04__fd_growth_raw_05,D,fundamental_growth,fund_growth diff fd_growth_raw_04-fd_growth_raw_05
fund_growth_diff_fd_growth_raw_04__fd_growth_raw_06,D,fundamental_growth,fund_growth diff fd_growth_raw_04-fd_growth_raw_06
fund_growth_diff_fd_growth_raw_04__fd_growth_raw_07,D,fundamental_growth,fund_growth diff fd_growth_raw_04-fd_growth_raw_07
fund_growth_diff_fd_growth_raw_04__fd_growth_raw_08,D,fundamental_growth,fund_growth diff fd_growth_raw_04-fd_growth_raw_08
fund_growth_diff_fd_growth_raw_04__fd_growth_raw_09,D,fundamental_growth,fund_growth diff fd_growth_raw_04-fd_growth_raw_09
fund_growth_diff_fd_growth_raw_05__fd_growth_raw_06,D,fundamental_growth,fund_growth diff fd_growth_raw_05-fd_growth_raw_06
fund_growth_diff_fd_growth_raw_05__fd_growth_raw_07,D,fundamental_growth,fund_growth diff fd_growth_raw_05-fd_growth_raw_07
fund_growth_diff_fd_growth_raw_05__fd_growth_raw_08,D,fundamental_growth,fund_growth diff fd_growth_raw_05-fd_growth_raw_08
fund_growth_diff_fd_growth_raw_05__fd_growth_raw_09,D,fundamental_growth,fund_growth diff fd_growth_raw_05-fd_growth_raw_09
fund_growth_diff_fd_growth_raw_06__fd_growth_raw_07,D,fundamental_growth,fund_growth diff fd_growth_raw_06-fd_growth_raw_07
fund_growth_diff_fd_growth_raw_06__fd_growth_raw_08,D,fundamental_growth,fund_growth diff fd_growth_raw_06-fd_growth_raw_08
fund_growth_diff_fd_growth_raw_06__fd_growth_raw_09,D,fundamental_growth,fund_growth diff fd_growth_raw_06-fd_growth_raw_09
fund_growth_diff_fd_growth_raw_07__fd_growth_raw_08,D,fundamental_growth,fund_growth diff fd_growth_raw_07-fd_growth_raw_08
fund_growth_diff_fd_growth_raw_07__fd_growth_raw_09,D,fundamental_growth,fund_growth diff fd_growth_raw_07-fd_growth_raw_09
fund_growth_diff_fd_growth_raw_08__fd_growth_raw_09,D,fundamental_growth,fund_growth diff fd_growth_raw_08-fd_growth_raw_09
fund_growth_lvl_fd_growth_disp,D,fundamental_growth,fund_growth level fd_growth_disp
fund_growth_lvl_fd_growth_raw_01,D,fundamental_growth,fund_growth level fd_growth_raw_01
fund_growth_lvl_fd_growth_raw_02,D,fundamental_growth,fund_growth level fd_growth_raw_02
fund_growth_lvl_fd_growth_raw_03,D,fundamental_growth,fund_growth level fd_growth_raw_03
fund_growth_lvl_fd_growth_raw_04,D,fundamental_growth,fund_growth level fd_growth_raw_04
fund_growth_lvl_fd_growth_raw_05,D,fundamental_growth,fund_growth level fd_growth_raw_05
fund_growth_lvl_fd_growth_raw_06,D,fundamental_growth,fund_growth level fd_growth_raw_06
fund_growth_lvl_fd_growth_raw_07,D,fundamental_growth,fund_growth level fd_growth_raw_07
fund_growth_lvl_fd_growth_raw_08,D,fundamental_growth,fund_growth level fd_growth_raw_08
fund_growth_lvl_fd_growth_raw_09,D,fundamental_growth,fund_growth level fd_growth_raw_09
fund_growth_lvl_fd_growth_raw_10,D,fundamental_growth,fund_growth level fd_growth_raw_10
fund_growth_lvl_fd_growth_raw_11,D,fundamental_growth,fund_growth level fd_growth_raw_11
fund_growth_lvl_fd_growth_raw_12,D,fundamental_growth,fund_growth level fd_growth_raw_12
fund_growth_lvl_fd_growth_score,D,fundamental_growth,fund_growth level fd_growth_score
fund_growth_lvl_fd_growth_trend,D,fundamental_growth,fund_growth level fd_growth_trend
fund_growth_neg_fd_growth_disp,D,fundamental_growth,fund_growth negative fd_growth_disp
fund_growth_neg_fd_growth_raw_01,D,fundamental_growth,fund_growth negative fd_growth_raw_01
fund_growth_neg_fd_growth_raw_02,D,fundamental_growth,fund_growth negative fd_growth_raw_02
fund_growth_neg_fd_growth_raw_03,D,fundamental_growth,fund_growth negative fd_growth_raw_03
fund_growth_neg_fd_growth_raw_04,D,fundamental_growth,fund_growth negative fd_growth_raw_04
fund_growth_neg_fd_growth_raw_05,D,fundamental_growth,fund_growth negative fd_growth_raw_05
fund_growth_neg_fd_growth_raw_06,D,fundamental_growth,fund_growth negative fd_growth_raw_06
fund_growth_neg_fd_growth_raw_07,D,fundamental_growth,fund_growth negative fd_growth_raw_07
fund_growth_neg_fd_growth_raw_08,D,fundamental_growth,fund_growth negative fd_growth_raw_08
fund_growth_neg_fd_growth_raw_09,D,fundamental_growth,fund_growth negative fd_growth_raw_09
fund_growth_neg_fd_growth_raw_10,D,fundamental_growth,fund_growth negative fd_growth_raw_10
fund_growth_neg_fd_growth_raw_11,D,fundamental_growth,fund_growth negative fd_growth_raw_11
fund_growth_neg_fd_growth_raw_12,D,fundamental_growth,fund_growth negative fd_growth_raw_12
fund_growth_neg_fd_growth_score,D,fundamental_growth,fund_growth negative fd_growth_score
fund_growth_neg_fd_growth_trend,D,fundamental_growth,fund_growth negative fd_growth_trend
fund_growth_ratio_fd_growth_raw_01__fd_growth_raw_02,D,fundamental_growth,fund_growth ratio fd_growth_raw_01/fd_growth_raw_02
fund_growth_ratio_fd_growth_raw_01__fd_growth_raw_03,D,fundamental_growth,fund_growth ratio fd_growth_raw_01/fd_growth_raw_03
fund_growth_ratio_fd_growth_raw_01__fd_growth_raw_04,D,fundamental_growth,fund_growth ratio fd_growth_raw_01/fd_growth_raw_04
fund_growth_ratio_fd_growth_raw_01__fd_growth_raw_05,D,fundamental_growth,fund_growth ratio fd_growth_raw_01/fd_growth_raw_05
fund_growth_ratio_fd_growth_raw_01__fd_growth_raw_06,D,fundamental_growth,fund_growth ratio fd_growth_raw_01/fd_growth_raw_06
fund_growth_ratio_fd_growth_raw_01__fd_growth_raw_07,D,fundamental_growth,fund_growth ratio fd_growth_raw_01/fd_growth_raw_07
fund_growth_ratio_fd_growth_raw_01__fd_growth_raw_08,D,fundamental_growth,fund_growth ratio fd_growth_raw_01/fd_growth_raw_08
fund_growth_ratio_fd_growth_raw_01__fd_growth_raw_09,D,fundamental_growth,fund_growth ratio fd_growth_raw_01/fd_growth_raw_09
fund_growth_ratio_fd_growth_raw_02__fd_growth_raw_03,D,fundamental_growth,fund_growth ratio fd_growth_raw_02/fd_growth_raw_03
fund_growth_ratio_fd_growth_raw_02__fd_growth_raw_04,D,fundamental_growth,fund_growth ratio fd_growth_raw_02/fd_growth_raw_04
fund_growth_ratio_fd_growth_raw_02__fd_growth_raw_05,D,fundamental_growth,fund_growth ratio fd_growth_raw_02/fd_growth_raw_05
fund_growth_ratio_fd_growth_raw_02__fd_growth_raw_06,D,fundamental_growth,fund_growth ratio fd_growth_raw_02/fd_growth_raw_06
fund_growth_ratio_fd_growth_raw_02__fd_growth_raw_07,D,fundamental_growth,fund_growth ratio fd_growth_raw_02/fd_growth_raw_07
fund_growth_ratio_fd_growth_raw_02__fd_growth_raw_08,D,fundamental_growth,fund_growth ratio fd_growth_raw_02/fd_growth_raw_08
fund_growth_ratio_fd_growth_raw_02__fd_growth_raw_09,D,fundamental_growth,fund_growth ratio fd_growth_raw_02/fd_growth_raw_09
fund_growth_ratio_fd_growth_raw_03__fd_growth_raw_04,D,fundamental_growth,fund_growth ratio fd_growth_raw_03/fd_growth_raw_04
fund_growth_ratio_fd_growth_raw_03__fd_growth_raw_05,D,fundamental_growth,fund_growth ratio fd_growth_raw_03/fd_growth_raw_05
fund_growth_ratio_fd_growth_raw_03__fd_growth_raw_06,D,fundamental_growth,fund_growth ratio fd_growth_raw_03/fd_growth_raw_06
fund_growth_ratio_fd_growth_raw_03__fd_growth_raw_07,D,fundamental_growth,fund_growth ratio fd_growth_raw_03/fd_growth_raw_07
fund_growth_ratio_fd_growth_raw_03__fd_growth_raw_08,D,fundamental_growth,fund_growth ratio fd_growth_raw_03/fd_growth_raw_08
fund_growth_ratio_fd_growth_raw_03__fd_growth_raw_09,D,fundamental_growth,fund_growth ratio fd_growth_raw_03/fd_growth_raw_09
fund_growth_ratio_fd_growth_raw_04__fd_growth_raw_05,D,fundamental_growth,fund_growth ratio fd_growth_raw_04/fd_growth_raw_05
fund_growth_ratio_fd_growth_raw_04__fd_growth_raw_06,D,fundamental_growth,fund_growth ratio fd_growth_raw_04/fd_growth_raw_06
fund_growth_ratio_fd_growth_raw_04__fd_growth_raw_07,D,fundamental_growth,fund_growth ratio fd_growth_raw_04/fd_growth_raw_07
fund_growth_ratio_fd_growth_raw_04__fd_growth_raw_08,D,fundamental_growth,fund_growth ratio fd_growth_raw_04/fd_growth_raw_08
fund_growth_ratio_fd_growth_raw_04__fd_growth_raw_09,D,fundamental_growth,fund_growth ratio fd_growth_raw_04/fd_growth_raw_09
fund_growth_ratio_fd_growth_raw_05__fd_growth_raw_06,D,fundamental_growth,fund_growth ratio fd_growth_raw_05/fd_growth_raw_06
fund_growth_ratio_fd_growth_raw_05__fd_growth_raw_07,D,fundamental_growth,fund_growth ratio fd_growth_raw_05/fd_growth_raw_07
fund_growth_ratio_fd_growth_raw_05__fd_growth_raw_08,D,fundamental_growth,fund_growth ratio fd_growth_raw_05/fd_growth_raw_08
fund_growth_ratio_fd_growth_raw_05__fd_growth_raw_09,D,fundamental_growth,fund_growth ratio fd_growth_raw_05/fd_growth_raw_09
fund_growth_ratio_fd_growth_raw_06__fd_growth_raw_07,D,fundamental_growth,fund_growth ratio fd_growth_raw_06/fd_growth_raw_07
fund_growth_ratio_fd_growth_raw_06__fd_growth_raw_08,D,fundamental_growth,fund_growth ratio fd_growth_raw_06/fd_growth_raw_08
fund_growth_ratio_fd_growth_raw_06__fd_growth_raw_09,D,fundamental_growth,fund_growth ratio fd_growth_raw_06/fd_growth_raw_09
fund_growth_ratio_fd_growth_raw_07__fd_growth_raw_08,D,fundamental_growth,fund_growth ratio fd_growth_raw_07/fd_growth_raw_08
fund_growth_ratio_fd_growth_raw_07__fd_growth_raw_09,D,fundamental_growth,fund_growth ratio fd_growth_raw_07/fd_growth_raw_09
fund_growth_ratio_fd_growth_raw_08__fd_growth_raw_09,D,fundamental_growth,fund_growth ratio fd_growth_raw_08/fd_growth_raw_09
fund_growth_rel_fd_growth_disp_to_fd_growth_raw_01,D,fundamental_growth,fund_growth rel fd_growth_disp to fd_growth_raw_01
fund_growth_rel_fd_growth_disp_to_fd_growth_raw_02,D,fundamental_growth,fund_growth rel fd_growth_disp to fd_growth_raw_02
fund_growth_rel_fd_growth_disp_to_fd_growth_raw_03,D,fundamental_growth,fund_growth rel fd_growth_disp to fd_growth_raw_03
fund_growth_rel_fd_growth_raw_01_to_fd_growth_raw_02,D,fundamental_growth,fund_growth rel fd_growth_raw_01 to fd_growth_raw_02
fund_growth_rel_fd_growth_raw_01_to_fd_growth_raw_03,D,fundamental_growth,fund_growth rel fd_growth_raw_01 to fd_growth_raw_03
fund_growth_rel_fd_growth_raw_02_to_fd_growth_raw_01,D,fundamental_growth,fund_growth rel fd_growth_raw_02 to fd_growth_raw_01
fund_growth_rel_fd_growth_raw_02_to_fd_growth_raw_03,D,fundamental_growth,fund_growth rel fd_growth_raw_02 to fd_growth_raw_03
fund_growth_rel_fd_growth_raw_03_to_fd_growth_raw_01,D,fundamental_growth,fund_growth rel fd_growth_raw_03 to fd_growth_raw_01
fund_growth_rel_fd_growth_raw_03_to_fd_growth_raw_02,D,fundamental_growth,fund_growth rel fd_growth_raw_03 to fd_growth_raw_02
fund_growth_rel_fd_growth_raw_04_to_fd_growth_raw_01,D,fundamental_growth,fund_growth rel fd_growth_raw_04 to fd_growth_raw_01
fund_growth_rel_fd_growth_raw_04_to_fd_growth_raw_02,D,fundamental_growth,fund_growth rel fd_growth_raw_04 to fd_growth_raw_02
fund_growth_rel_fd_growth_raw_04_to_fd_growth_raw_03,D,fundamental_growth,fund_growth rel fd_growth_raw_04 to fd_growth_raw_03
fund_growth_rel_fd_growth_raw_05_to_fd_growth_raw_01,D,fundamental_growth,fund_growth rel fd_growth_raw_05 to fd_growth_raw_01
fund_growth_rel_fd_growth_raw_05_to_fd_growth_raw_02,D,fundamental_growth,fund_growth rel fd_growth_raw_05 to fd_growth_raw_02
fund_growth_rel_fd_growth_raw_05_to_fd_growth_raw_03,D,fundamental_growth,fund_growth rel fd_growth_raw_05 to fd_growth_raw_03
fund_growth_rel_fd_growth_raw_06_to_fd_growth_raw_01,D,fundamental_growth,fund_growth rel fd_growth_raw_06 to fd_growth_raw_01
fund_growth_rel_fd_growth_raw_06_to_fd_growth_raw_02,D,fundamental_growth,fund_growth rel fd_growth_raw_06 to fd_growth_raw_02
fund_growth_rel_fd_growth_raw_06_to_fd_growth_raw_03,D,fundamental_growth,fund_growth rel fd_growth_raw_06 to fd_growth_raw_03
fund_growth_rel_fd_growth_raw_07_to_fd_growth_raw_01,D,fundamental_growth,fund_growth rel fd_growth_raw_07 to fd_growth_raw_01
fund_growth_rel_fd_growth_raw_07_to_fd_growth_raw_02,D,fundamental_growth,fund_growth rel fd_growth_raw_07 to fd_growth_raw_02
fund_growth_rel_fd_growth_raw_07_to_fd_growth_raw_03,D,fundamental_growth,fund_growth rel fd_growth_raw_07 to fd_growth_raw_03
fund_growth_rel_fd_growth_raw_08_to_fd_growth_raw_01,D,fundamental_growth,fund_growth rel fd_growth_raw_08 to fd_growth_raw_01
fund_growth_rel_fd_growth_raw_08_to_fd_growth_raw_02,D,fundamental_growth,fund_growth rel fd_growth_raw_08 to fd_growth_raw_02
fund_growth_rel_fd_growth_raw_08_to_fd_growth_raw_03,D,fundamental_growth,fund_growth rel fd_growth_raw_08 to fd_growth_raw_03
fund_growth_rel_fd_growth_raw_09_to_fd_growth_raw_01,D,fundamental_growth,fund_growth rel fd_growth_raw_09 to fd_growth_raw_01
fund_growth_rel_fd_growth_raw_09_to_fd_growth_raw_02,D,fundamental_growth,fund_growth rel fd_growth_raw_09 to fd_growth_raw_02
fund_growth_rel_fd_growth_raw_09_to_fd_growth_raw_03,D,fundamental_growth,fund_growth rel fd_growth_raw_09 to fd_growth_raw_03
fund_growth_rel_fd_growth_raw_10_to_fd_growth_raw_01,D,fundamental_growth,fund_growth rel fd_growth_raw_10 to fd_growth_raw_01
fund_growth_rel_fd_growth_raw_10_to_fd_growth_raw_02,D,fundamental_growth,fund_growth rel fd_growth_raw_10 to fd_growth_raw_02
fund_growth_rel_fd_growth_raw_10_to_fd_growth_raw_03,D,fundamental_growth,fund_growth rel fd_growth_raw_10 to fd_growth_raw_03
fund_growth_rel_fd_growth_raw_11_to_fd_growth_raw_01,D,fundamental_growth,fund_growth rel fd_growth_raw_11 to fd_growth_raw_01
fund_growth_rel_fd_growth_raw_11_to_fd_growth_raw_02,D,fundamental_growth,fund_growth rel fd_growth_raw_11 to fd_growth_raw_02
fund_growth_rel_fd_growth_raw_11_to_fd_growth_raw_03,D,fundamental_growth,fund_growth rel fd_growth_raw_11 to fd_growth_raw_03
fund_growth_rel_fd_growth_raw_12_to_fd_growth_raw_01,D,fundamental_growth,fund_growth rel fd_growth_raw_12 to fd_growth_raw_01
fund_growth_rel_fd_growth_raw_12_to_fd_growth_raw_02,D,fundamental_growth,fund_growth rel fd_growth_raw_12 to fd_growth_raw_02
fund_growth_rel_fd_growth_raw_12_to_fd_growth_raw_03,D,fundamental_growth,fund_growth rel fd_growth_raw_12 to fd_growth_raw_03
fund_growth_rel_fd_growth_score_to_fd_growth_raw_01,D,fundamental_growth,fund_growth rel fd_growth_score to fd_growth_raw_01
fund_growth_rel_fd_growth_score_to_fd_growth_raw_02,D,fundamental_growth,fund_growth rel fd_growth_score to fd_growth_raw_02
fund_growth_rel_fd_growth_score_to_fd_growth_raw_03,D,fundamental_growth,fund_growth rel fd_growth_score to fd_growth_raw_03
fund_growth_rel_fd_growth_trend_to_fd_growth_raw_01,D,fundamental_growth,fund_growth rel fd_growth_trend to fd_growth_raw_01
fund_growth_rel_fd_growth_trend_to_fd_growth_raw_02,D,fundamental_growth,fund_growth rel fd_growth_trend to fd_growth_raw_02
fund_growth_rel_fd_growth_trend_to_fd_growth_raw_03,D,fundamental_growth,fund_growth rel fd_growth_trend to fd_growth_raw_03
fund_growth_sym_fd_growth_raw_01__fd_growth_raw_02,D,fundamental_growth,"fund_growth symmetric spread fd_growth_raw_01,fd_growth_raw_02"
fund_growth_sym_fd_growth_raw_01__fd_growth_raw_03,D,fundamental_growth,"fund_growth symmetric spread fd_growth_raw_01,fd_growth_raw_03"
fund_growth_sym_fd_growth_raw_01__fd_growth_raw_04,D,fundamental_growth,"fund_growth symmetric spread fd_growth_raw_01,fd_growth_raw_04"
fund_growth_sym_fd_growth_raw_01__fd_growth_raw_05,D,fundamental_growth,"fund_growth symmetric spread fd_growth_raw_01,fd_growth_raw_05"
fund_growth_sym_fd_growth_raw_01__fd_growth_raw_06,D,fundamental_growth,"fund_growth symmetric spread fd_growth_raw_01,fd_growth_raw_06"
fund_growth_sym_fd_growth_raw_01__fd_growth_raw_07,D,fundamental_growth,"fund_growth symmetric spread fd_growth_raw_01,fd_growth_raw_07"
fund_growth_sym_fd_growth_raw_01__fd_growth_raw_08,D,fundamental_growth,"fund_growth symmetric spread fd_growth_raw_01,fd_growth_raw_08"
fund_growth_sym_fd_growth_raw_01__fd_growth_raw_09,D,fundamental_growth,"fund_growth symmetric spread fd_growth_raw_01,fd_growth_raw_09"
fund_growth_sym_fd_growth_raw_02__fd_growth_raw_03,D,fundamental_growth,"fund_growth symmetric spread fd_growth_raw_02,fd_growth_raw_03"
fund_growth_sym_fd_growth_raw_02__fd_growth_raw_04,D,fundamental_growth,"fund_growth symmetric spread fd_growth_raw_02,fd_growth_raw_04"
